Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,All other industries,Maori tourism,Counts,39,2018
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,All other industries,Maori tourism,Counts,36,2019
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,All other industries,Maori tourism,Counts,36,2020
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,All other industries,Maori tourism,Counts,30,2021
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,All other industries,Maori tourism,Counts,27,2022
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,All other industries,Maori tourism,Counts,30,2023
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,309,2017
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,318,2018
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,330,2019
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,339,2020
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,348,2021
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,366,2022
Table 3,Counts of businesses - Other Maori enterprises and Maori tourism,By industry division,Total,Maori tourism,Counts,372,2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"2,500",2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"2,750",2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"3,050",2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"3,150",2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"3,150",2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"3,300",2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Agriculture, forestry, and fishing",Other Maori enterprises,Count,"3,350",2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,40,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,35,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,35,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,21,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,30,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,55,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Mining,Other Maori enterprises,Count,50,2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,200",2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,450",2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,500",2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,550",2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,700",2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,650",2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Manufacturing,Other Maori enterprises,Count,"1,750",2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,50,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,55,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,55,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,75,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,85,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,110,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,85,2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"3,500",2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"4,000",2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"4,150",2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"4,600",2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"4,850",2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"5,200",2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Construction,Other Maori enterprises,Count,"5,300",2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,600,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,650,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,770,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,790,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,900,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,"1,000",2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Wholesale trade,Other Maori enterprises,Count,"1,100",2023
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,750,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,"1,050",2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,"1,100",2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,"1,100",2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,"1,050",2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,"1,100",2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry division,Retail trade,Other Maori enterprises,Count,"1,000",2023
