Table_Tau,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Ahuwhenua,Nga uepu Maori,Te tatauranga o nga kaimahi,1750,2020,1 me 2 me 3
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,6800,2012,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,6500,2013,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,6000,2014,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,8200,2015,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,8700,2016,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,9200,2017,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,9400,2018,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,9600,2019,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era ahumahi katoa atu,Nga uepu Maori,Te tatauranga o nga kaimahi,9700,2020,1 me 2 me 3
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,180,2012,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,160,2013,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,160,2014,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,220,2015,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,230,2016,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,260,2017,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,240,2018,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,260,2019,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Nga kaiwhakahaere rawa ehara i te kainga noho,Nga uepu Maori,Te tatauranga o nga kaimahi,260,2020,1 me 2 me 3
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,70,2012,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,85,2013,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,1050,2014,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,840,2015,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,1150,2016,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,910,2017,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,1100,2018,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,1350,2019,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Era atu ahumahi tuatahi,Nga uepu Maori,Te tatauranga o nga kaimahi,1350,2020,1 me 2 me 3
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,8100,2012,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,7800,2013,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,8400,2014,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,10400,2015,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,11200,2016,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,11700,2017,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,12000,2018,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,12700,2019,1 me 2
Ripanga 2,Te tatauranga o nga kaimahi – Nga uepu Maori,A-ropu ahumahi,Tapeke,Nga uepu Maori,Te tatauranga o nga kaimahi,13000,2020,1 me 2 me 3
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,11844,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,12039,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,12315,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,12435,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,12924,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,13596,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,13884,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,14100,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga whare noho me nga ratonga kai,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,13941,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5124,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5202,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5223,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5334,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5511,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5808,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5706,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5832,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga whakahaere, tautoko hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5661,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20934,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20664,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20928,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20775,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20478,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20154,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,19908,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,19488,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te ahumahi, te mahi ngahere, me te mahi hi ika",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,18030,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3030,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3039,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3030,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3027,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3024,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3081,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3114,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3093,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga toi, hakinakina hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,3003,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,17364,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,17832,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,18537,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,19242,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,20223,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,21573,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,22695,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,23391,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te waihanga,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,23193,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5193,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5244,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5229,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5202,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5214,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5268,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5259,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5223,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te matauranga me te whakangungu,Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,5268,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,420,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,426,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,432,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,450,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,462,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,468,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,483,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,480,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,471,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2613,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2613,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2655,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2553,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2502,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2535,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2499,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2511,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,2304,2020,1 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7755,2012,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7665,2013,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7650,2014,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7587,2015,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7623,2016,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7674,2017,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7743,2018,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7689,2019,1
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki",Nga umanga katoa o Aotearoa,Tatauranga o nga umanga,7446,2020,1 me 4
